isdn,CODE,REG_DATETIME,EXPIRE_DATETIME,END_DATETIME,DATE_ID,PRICE
++m8zjyFyOjwfbTaGwk/PA==,10BL5G,2023-03-24T10:12:52.000+07:00,2023-04-23T10:12:51.000+07:00,"",20230411,0
+1HQwz0036UDuCagijAyVA==,C120,2023-03-26T11:10:30.000+07:00,2023-04-25T11:10:29.000+07:00,"",20230411,120000
+1izWIAD9Os9cqrhrYPZbw==,21G,2023-03-31T18:43:30.000+07:00,2023-04-30T18:43:29.000+07:00,"",20230411,59000
+5juqBUoCuFABYQ+2asV2A==,MPNT,2023-03-14T16:53:25.000+07:00,2023-04-13T16:53:24.000+07:00,"",20230411,0
+6AtGey0PlYQt8RQoVy1sA==,MDT_V500,2023-03-31T08:11:01.000+07:00,2023-05-01T08:11:00.000+07:00,"",20230411,0
+8Zp6rYZtxeC6iQtRnLPkw==,C90N,2023-04-02T13:52:43.000+07:00,2023-05-02T13:52:42.000+07:00,"",20230411,90000
+9cH9Hwp7mWVYiJwQgpJHw==,C120,2023-03-16T11:44:41.000+07:00,2023-04-15T11:44:40.000+07:00,"",20230411,120000
+9vwAaoP6LwUb/btHOnzag==,KN45C,2023-04-01T00:00:00.000+07:00,2023-04-30T23:59:59.000+07:00,"",20230411,45000
+BDxlvMURE0Uq3oOTjz8ew==,12C120,2023-04-08T15:21:30.000+07:00,2023-05-08T15:21:29.000+07:00,"",20230411,0
+BwvpSgQhm98ezpVrZoRjg==,12C120,2023-03-23T10:06:37.000+07:00,2023-04-22T10:06:36.000+07:00,"",20230411,0
+EFqI4JCxm/+PCKpqZGoxQ==,MDT_250A,2023-03-29T12:18:14.000+07:00,2023-04-29T12:18:13.000+07:00,"",20230411,0
+HO8+MroS0NOjevGbENl6w==,24G,2023-03-21T20:16:40.000+07:00,2023-04-20T20:16:39.000+07:00,"",20230411,99000
+Hh9IXh1J7/T6YjKwOBhgQ==,3C120,2023-03-14T16:20:58.000+07:00,2023-04-13T16:20:57.000+07:00,"",20230411,0
+OYCN1H6GggAfl/i3Tvwwg==,C120,2023-03-31T17:16:46.000+07:00,2023-04-30T17:16:45.000+07:00,"",20230411,120000
+Qo059zIgWJX31YONn/7Gg==,EPN,2023-04-10T10:29:39.000+07:00,2023-04-11T10:29:38.000+07:00,"",20230411,5000
+VIv/TLUkH6MOECphnu90g==,FD50,2023-03-29T20:46:18.000+07:00,2023-04-28T20:46:17.000+07:00,"",20230411,50000
+X+0tfV8rAZpCE9I9IIKhA==,CF60,2023-03-21T19:15:58.000+07:00,2023-04-20T19:15:57.000+07:00,"",20230411,60000
+YcHlVs4gSQoFG/1Y7UtRQ==,T59,2023-03-18T18:52:43.000+07:00,2023-04-17T18:52:42.000+07:00,"",20230411,59000
+Z+a7n761tY81uHZ4CQMfA==,MAX90,2023-04-03T10:25:37.000+07:00,2023-05-03T10:25:36.000+07:00,"",20230411,90000
+aqQ2SK3Nw5ajAGw5PKMow==,12FD50HN,2023-03-29T10:40:56.000+07:00,2023-04-28T10:40:55.000+07:00,"",20230411,0
+c3LEeD2Ij/QwyUQSxZw9g==,C90N,2023-04-05T08:36:57.000+07:00,2023-05-05T08:36:56.000+07:00,"",20230411,90000
+cg/erYbsq8EzX7UzILRMA==,THAGA100,2023-04-02T17:37:41.000+07:00,2023-05-02T17:37:40.000+07:00,"",20230411,50000
+f9It3lzWV2D5C0MzIAOIA==,MAX90,2023-03-09T11:06:19.000+07:00,2023-04-23T11:06:18.000+07:00,"",20230411,90000
+hXlK1iGNKZru5IycsO+WQ==,12MDT5A,2023-03-27T11:03:00.000+07:00,2023-04-27T11:02:59.000+07:00,"",20230411,0
+kcHu/MS+8VUn3h4fdhNKQ==,CF60,2023-03-29T11:38:45.000+07:00,2023-04-28T11:38:44.000+07:00,"",20230411,60000
+m7L/CYpHYtSlYB3+SR/6g==,VPB51,2023-04-01T00:00:00.000+07:00,2023-04-30T23:59:59.000+07:00,"",20230411,51000
+rP3F5qtoXrHFhLOiJraUw==,C90,2023-03-19T18:38:41.000+07:00,2023-04-18T18:38:40.000+07:00,"",20230411,90000
+tDmlWqQ+aepRsmR9+ojsQ==,8E,2023-04-05T10:03:44.000+07:00,2023-05-05T10:03:43.000+07:00,"",20230411,40000
+zM9AeTiVMCKaXTi6ORl7Q==,12MDT120A,2023-04-06T18:52:21.000+07:00,2023-05-07T18:52:20.000+07:00,"",20230411,0
/3MSXm6EMT40dcLAQFXYug==,ED60,2023-03-19T20:01:37.000+07:00,2023-04-18T20:01:36.000+07:00,"",20230411,60000
/8hJzPMeSeVfIBGg6e+l1w==,C90N,2023-03-18T13:26:40.000+07:00,2023-04-17T13:26:39.000+07:00,"",20230411,90000
/AIvSMohVxNPIEiwTu7HbQ==,8DMAX,2023-04-03T19:28:18.000+07:00,2023-05-03T19:28:17.000+07:00,"",20230411,50000
/CtdfPLwSki6UPaHgckQig==,C290,2023-03-28T13:48:51.000+07:00,2023-04-27T13:48:50.000+07:00,"",20230411,290000
/DJH9S9NKi5rF+mMmCZ4lg==,FD60,2023-03-31T21:33:46.000+07:00,2023-04-30T21:33:45.000+07:00,"",20230411,60000
/Dv7HQRb7EvcBXqM/9mByA==,KN69K,2023-04-01T00:00:00.000+07:00,2023-04-30T23:59:59.000+07:00,"",20230411,69000
/FlcmYz9ToFhVnn4ZhF3SA==,6C90N,2023-04-05T14:13:22.000+07:00,2023-05-05T14:13:21.000+07:00,"",20230411,540000
/LOwPpyV5f7e9vCe51flPg==,MDT_250A,2023-04-04T09:38:30.000+07:00,2023-05-05T09:38:29.000+07:00,"",20230411,0
/Mp4Cz0c1fPqV92pKgyoww==,MGTEL,2023-04-04T10:34:52.000+07:00,2023-05-05T10:34:51.000+07:00,"",20230411,0
/NP3jpnmWYBOCkYkVh8zfQ==,21G,2023-03-20T07:09:45.000+07:00,2023-04-19T07:09:44.000+07:00,"",20230411,59000
/QdwuFLlhrFj9OgTZaQIvA==,MF69,2023-04-01T00:00:00.000+07:00,2023-04-30T23:59:59.000+07:00,"",20230411,69000
/Seh7Uscejz6eb+iPb1wTg==,EHIGH,2023-03-31T12:33:13.000+07:00,2023-05-01T12:33:12.000+07:00,"",20230411,188000
/WMOEIzGTa3BOG78aDOzvw==,C90N,2023-03-30T09:47:34.000+07:00,2023-04-29T09:47:33.000+07:00,"",20230411,90000
/YQ1nmG83LVwBLllNbgHXw==,K90,2023-03-30T17:57:02.000+07:00,2023-04-29T17:57:01.000+07:00,"",20230411,90000
/jrNvGvkuHFDvDSyv60GuA==,C90N,2023-04-06T16:10:55.000+07:00,2023-05-06T16:10:54.000+07:00,"",20230411,90000
/ltlH1ZKAfkQy/BXTkHi0w==,MDT_250A,2023-03-25T16:40:59.000+07:00,2023-04-25T16:40:58.000+07:00,"",20230411,0
/mX4BL7W/GAAEZ620Hp3Gg==,G1,2023-04-03T14:39:51.000+07:00,2023-05-03T14:39:50.000+07:00,"",20230411,60000
/n1YfxbwguMZA5AGHhmhkw==,C90N,2023-04-06T19:29:58.000+07:00,2023-05-06T19:29:57.000+07:00,"",20230411,90000
/nqbx5L239EGJshJv8oXTw==,MAX90,2023-03-21T11:06:03.000+07:00,2023-04-20T11:06:02.000+07:00,"",20230411,90000
/oGeJyuMQTD+7jIihoUSQw==,BK,2023-04-08T19:34:12.000+07:00,2023-05-08T19:34:11.000+07:00,"",20230411,0
/q7yIsOVQg9dl09PKrl9yg==,C90N,2023-03-14T07:09:45.000+07:00,2023-04-13T07:09:44.000+07:00,"",20230411,90000
/rrDAjYQtJ1pShpJVEonBg==,MF200,2023-04-04T10:23:27.000+07:00,2023-05-05T10:23:26.000+07:00,"",20230411,200000
/zLG5mgmkxAB0vv2O3nYnQ==,C120,2023-04-04T20:00:54.000+07:00,2023-05-04T20:00:53.000+07:00,"",20230411,120000
/zwM3SQBlUDd388MTteZaw==,MDT10A,2023-04-09T14:45:06.000+07:00,2023-05-10T14:45:05.000+07:00,"",20230411,10000
0+Yi2ubj2zUhJWy8n7xpyA==,12MAX90,2023-03-14T18:10:46.000+07:00,2023-04-28T18:10:45.000+07:00,"",20230411,1080000
09PEuDlHYnhlDLzWuxgy6Q==,MDT5A,2023-04-03T12:29:15.000+07:00,2023-05-04T12:29:14.000+07:00,"",20230411,5000
0CVmNIKnPzA8+SgpxTIQ1w==,6MAX90,2023-03-30T10:11:07.000+07:00,2023-05-14T10:11:06.000+07:00,"",20230411,540000
0DTw8vWfhJNNrZLq3bzA4w==,ED50,2023-04-01T18:56:44.000+07:00,2023-05-01T18:56:43.000+07:00,"",20230411,50000
0JNRKdUZLeS8w4QuyTdKMg==,CLVIP,2023-04-10T20:38:52.000+07:00,2023-04-11T20:38:51.000+07:00,"",20230411,6000
0Jl5ai/aOApM2CbWZCKozA==,CV119,2023-04-08T13:06:41.000+07:00,2023-05-18T13:06:40.000+07:00,"",20230411,119000
0LHJ2JJ3TRrJQvLhryEOww==,HD90,2023-04-09T10:52:36.000+07:00,2023-05-09T10:52:35.000+07:00,"",20230411,90000
0M/K/pEuAD1pTuMlfpqEsw==,8DMAX,2023-04-08T13:31:30.000+07:00,2023-05-08T13:31:29.000+07:00,"",20230411,50000
0M8X59XjCqRG1S7WEFbXLw==,E90P,2023-04-09T10:12:05.000+07:00,2023-05-09T10:12:04.000+07:00,"",20230411,0
0QIpJTHvRKVIYhAmZsNIlQ==,6C90N,2023-04-10T09:11:06.000+07:00,2023-05-10T09:11:05.000+07:00,"",20230411,0
0UuJhVhLKglRDpQX/ESldg==,BK,2023-03-30T15:05:03.000+07:00,2023-04-29T15:05:02.000+07:00,"",20230411,0
0W8QyXyf0MBKaOGAEXb3Bg==,FD50,2023-03-12T19:57:34.000+07:00,2023-04-11T19:57:33.000+07:00,"",20230411,50000
0Y1ts3Hw6tWlpurFQFkrBg==,C149,2023-04-01T00:00:00.000+07:00,2023-04-30T23:59:59.000+07:00,"",20230411,149000
0Z5jloF6R50sqUTeQgsX6Q==,CF50,2023-03-27T16:08:37.000+07:00,2023-04-26T16:08:36.000+07:00,"",20230411,50000
0bsAvuq054z1/iiR0xIDtA==,MF150,2023-04-01T14:11:14.000+07:00,2023-05-02T14:11:13.000+07:00,"",20230411,150000
0cAqNNVzYjpxRB9Jhs5amQ==,C90N,2023-04-10T10:36:21.000+07:00,2023-05-10T10:36:20.000+07:00,"",20230411,90000
0dtwoOQ5FdyniuJo0lPUYw==,MPNT,2023-04-02T10:56:18.000+07:00,2023-05-02T10:56:17.000+07:00,"",20230411,0
0et3OhxNtiA888mC2Rq0Sg==,Y60,2023-03-16T09:59:05.000+07:00,2023-04-15T09:59:04.000+07:00,"",20230411,60000
0f0J5ZF9rwBbVu6oIu2XqQ==,C120,2023-03-29T20:08:28.000+07:00,2023-04-28T20:08:27.000+07:00,"",20230411,120000
0g6vLW2zTeLdydzjnTrsaw==,C90N,2023-03-17T22:36:37.000+07:00,2023-04-16T22:36:36.000+07:00,"",20230411,90000
0gtEjSbCE0KDoa0NUb2fvg==,C120,2023-03-31T21:58:06.000+07:00,2023-04-30T21:58:05.000+07:00,"",20230411,120000
0hjDdQ+nIkSDCisjTsQKsQ==,C90N,2023-03-15T10:16:41.000+07:00,2023-04-14T10:16:40.000+07:00,"",20230411,90000
0hn2clhy01ZLqlWS772DEA==,G1,2023-03-23T08:20:16.000+07:00,2023-04-22T08:20:15.000+07:00,"",20230411,60000
0o8LLMKJK66lOh1eu1ciUQ==,NE,2023-04-10T11:55:32.000+07:00,2023-04-11T11:55:31.000+07:00,"",20230411,3000
0ty80//GhCI3preXIvRoeA==,12MAX90,2023-04-08T14:34:43.000+07:00,2023-05-08T14:34:42.000+07:00,"",20230411,0
0ueD7IH//G57apfbxKtqvQ==,12NCT60,2023-04-09T16:47:22.000+07:00,2023-05-09T16:47:21.000+07:00,"",20230411,0
0vF9WTPGrPbqv6hd4FW4HA==,C90N,2023-04-10T11:19:09.000+07:00,2023-05-10T11:19:08.000+07:00,"",20230411,90000
0wa/XpEwCqwsuIFExGqxvg==,C90N,2023-03-22T20:36:47.000+07:00,2023-04-21T20:36:46.000+07:00,"",20230411,90000
0wlBM//1V8C+pLa2W/xitQ==,C90,2023-03-28T10:24:24.000+07:00,2023-04-27T10:24:23.000+07:00,"",20230411,90000
0ybBzCRbRNpXxlTHuervBg==,12HD200N,2023-03-31T19:03:02.000+07:00,2023-04-30T19:03:01.000+07:00,"",20230411,0
0zDgjLw1YLDrGkC1AY8M9A==,12C90N,2023-04-09T10:16:32.000+07:00,2023-05-09T10:16:31.000+07:00,"",20230411,0
1+YbQy+rwR6CpGIQ7BEm7A==,C120,2023-03-20T17:55:26.000+07:00,2023-04-19T17:55:25.000+07:00,"",20230411,120000
1344PGdgOOb4rxAe1SfS5w==,C90N,2023-03-13T11:03:28.000+07:00,2023-04-12T11:03:27.000+07:00,"",20230411,90000
158ibd2vtHdDkfMzTWMIVA==,MF149,2023-04-04T11:01:41.000+07:00,2023-05-05T11:01:40.000+07:00,"",20230411,149000
1Ahr2uQpe2lB53niBLga0w==,12MAX90,2023-03-30T14:58:06.000+07:00,2023-05-14T14:58:05.000+07:00,"",20230411,1080000
1BOKF5CzlHN09CZG/JK3AQ==,12C90N,2023-03-29T08:02:21.000+07:00,2023-04-28T08:02:20.000+07:00,"",20230411,0
1BltMEu16qDjFTPDDBmdzQ==,8DMAX,2023-03-24T12:06:12.000+07:00,2023-04-23T12:06:11.000+07:00,"",20230411,50000
1C2Mf3uYzMKZ2m/sB5SGNw==,S50,2023-03-26T11:10:31.000+07:00,2023-04-25T11:10:30.000+07:00,"",20230411,50000
1C2SSR9HkCTNl0xMO6ymaQ==,E109,2023-04-09T08:56:36.000+07:00,2023-05-10T08:56:35.000+07:00,"",20230411,109000
1CS6XqdhwDrlWgCiEytfcQ==,6C90N,2023-03-31T22:00:23.000+07:00,2023-04-30T22:00:22.000+07:00,"",20230411,0
1DGndNYD0BKghzCnfSEWGA==,C90N,2023-03-14T06:47:43.000+07:00,2023-04-13T06:47:42.000+07:00,"",20230411,90000
1GpNQZy9jKgG/0DpOInJ4Q==,C90N,2023-04-05T11:13:43.000+07:00,2023-05-05T11:13:42.000+07:00,"",20230411,0
1HVFj1sOLorNkGie5A3sXw==,C90N,2023-03-16T13:26:57.000+07:00,2023-04-15T13:26:56.000+07:00,"",20230411,90000
1KJq0ai63W81sLhlvzmx2Q==,BK,2023-03-12T16:35:43.000+07:00,2023-04-11T16:35:42.000+07:00,"",20230411,0
1MxLbK/84qTZXHt7BL3hFg==,CV119,2023-04-04T14:11:38.000+07:00,2023-05-04T14:11:37.000+07:00,"",20230411,119000
1O7AuFuSjBLuV5sS0glhMw==,D5,2023-04-10T19:50:02.000+07:00,2023-04-11T19:50:01.000+07:00,"",20230411,5000
1OC6wOpQwXUpGLvwXWUu/w==,DIP50,2023-03-19T16:44:41.000+07:00,2023-04-18T16:44:40.000+07:00,"",20230411,50000
1PHQM1l7FkhvKfp22aDR5Q==,12C90N,2023-04-02T15:30:27.000+07:00,2023-05-02T15:30:26.000+07:00,"",20230411,0
1UhX9YjhkmwBFXzE+pR/rA==,MDT5A,2023-03-30T14:47:55.000+07:00,2023-04-30T14:47:54.000+07:00,"",20230411,5000
1V4nvhAifG/pXPVl4jBm5w==,CF60,2023-04-04T21:43:38.000+07:00,2023-05-04T21:43:37.000+07:00,"",20230411,60000
1Z0D0hUWHJnr1cuBlpz8mg==,C90N,2023-03-25T15:20:08.000+07:00,2023-04-24T15:20:07.000+07:00,"",20230411,90000
1bMT+WNoGQFWl9I9LXUYJg==,C90N,2023-03-19T16:12:43.000+07:00,2023-04-18T16:12:42.000+07:00,"",20230411,90000
1c6efshvrgFe0kNbWV4imA==,MPNT,2023-03-26T19:19:43.000+07:00,2023-04-25T19:19:42.000+07:00,"",20230411,0
1ca6MCabsBrwxec9889dTA==,12MAX90,2023-04-08T14:20:24.000+07:00,2023-05-08T14:20:23.000+07:00,"",20230411,0
1dWbQ6ZPzokVLxs7fhjsbw==,C90N,2023-04-01T07:37:29.000+07:00,2023-05-01T07:37:28.000+07:00,"",20230411,90000
1emyNLW4rCDZeJmIHkkOZg==,C120,2023-03-18T10:48:34.000+07:00,2023-04-17T10:48:33.000+07:00,"",20230411,120000
1hBDZSO6LYtaTTAtz/DxDg==,C90N,2023-04-08T11:37:13.000+07:00,2023-05-08T11:37:12.000+07:00,"",20230411,90000
1hgnrewGwoiXQHujz7+2+g==,VPB200,2023-03-24T09:27:19.000+07:00,2023-04-24T09:27:18.000+07:00,"",20230411,200000
1iDHWRi5sFVjPaE1nFXAGw==,12MDT50,2023-03-21T08:11:49.000+07:00,2023-04-20T08:11:48.000+07:00,"",20230411,0
1mSzac4WjpD3apbP8AFv3Q==,12ED60,2023-03-27T07:41:49.000+07:00,2023-04-26T07:41:48.000+07:00,"",20230411,0
1nFERYA19c066biIV32KSQ==,THAGA100,2023-03-31T14:06:15.000+07:00,2023-04-30T14:06:14.000+07:00,"",20230411,50000
1paFEkmCkJt+2lafR4lBmg==,D5,2023-04-10T12:20:49.000+07:00,2023-04-11T12:20:48.000+07:00,"",20230411,5000
1plM1pwJRiRsJoAB8cO1Jg==,EPA,2023-04-10T13:22:05.000+07:00,2023-04-11T13:22:04.000+07:00,"",20230411,6000
1r1cp0gXMizqYNEj19NjeA==,12MF150,2023-03-22T13:02:20.000+07:00,2023-04-22T13:02:19.000+07:00,"",20230411,0
1tR3meYTZRIfaMw1JxgI2g==,MDT_250A,2023-04-04T09:50:58.000+07:00,2023-05-05T09:50:57.000+07:00,"",20230411,0
1wvPzzn0I+GZNp5T3A440g==,AG60,2023-03-14T18:09:36.000+07:00,2023-04-13T18:09:35.000+07:00,"",20230411,60000
1zozME5+Gt5N2xlcZ0judA==,CLVIP,2023-04-10T17:17:32.000+07:00,2023-04-11T17:17:31.000+07:00,"",20230411,6000
21vxpUvX3e3BXK2EWI8iJQ==,MF150,2023-04-01T09:02:09.000+07:00,2023-05-02T09:02:08.000+07:00,"",20230411,150000
28yV9ZDtgWB6HDV40TWG4A==,C90N,2023-03-17T00:02:27.000+07:00,2023-04-16T00:02:26.000+07:00,"",20230411,90000
2AJr5+M++pGuu0a4qlA8CQ==,D5,2023-04-10T11:45:27.000+07:00,2023-04-11T11:45:26.000+07:00,"",20230411,5000
2AkrROiVWWnkOWgpjtLtRw==,MGTEL,2023-04-04T09:48:44.000+07:00,2023-05-05T09:48:43.000+07:00,"",20230411,0
2ArYDwEGEXXUPY9hE9WxBQ==,MDT5A,2023-04-02T08:35:34.000+07:00,2023-05-03T08:35:33.000+07:00,"",20230411,5000
2CwHwdWrhspwsxpHmzNqaw==,C90N,2023-03-12T17:09:27.000+07:00,2023-04-11T17:09:26.000+07:00,"",20230411,90000
2FYg1rV+29XdtfSoH8EwMA==,12FD50,2023-03-19T10:01:17.000+07:00,2023-04-18T10:01:16.000+07:00,"",20230411,0
2GsvNrKB/wBE8ngn+nAW4A==,G1,2023-04-06T18:57:45.000+07:00,2023-05-06T18:57:44.000+07:00,"",20230411,60000
2OyF0gxp3oZJst6ppBQT1Q==,C90N,2023-03-16T18:13:07.000+07:00,2023-04-15T18:13:06.000+07:00,"",20230411,90000
2T7GDo/z6lP3C2pqWocDXg==,C90,2023-03-16T10:19:38.000+07:00,2023-04-15T10:19:37.000+07:00,"",20230411,90000
2VBH7gBMQl0hb6xLY5mpmg==,C90N,2023-04-05T20:58:51.000+07:00,2023-05-05T20:58:50.000+07:00,"",20230411,90000
2W1zG6l0GJOSQoaZ9zeVGw==,ED50,2023-04-08T17:28:15.000+07:00,2023-05-08T17:28:14.000+07:00,"",20230411,50000
2WrrJsG3IDDkgRMQh5EI7A==,MDT5A,2023-04-07T10:36:28.000+07:00,2023-05-08T10:36:27.000+07:00,"",20230411,5000
2XHcYSn2AQK9lnzKyr2ctQ==,HD70,2023-03-18T19:51:39.000+07:00,2023-04-17T19:51:38.000+07:00,"",20230411,70000
2YLgMjSnaetbQneFSHheIQ==,C120T,2023-04-06T09:06:44.000+07:00,2023-05-06T09:06:43.000+07:00,"",20230411,120000
2eh1SZ38t83xSM7LT/D8Bw==,MDT_V500,2023-04-07T12:51:19.000+07:00,2023-05-08T12:51:18.000+07:00,"",20230411,0
2j9FigbHh+dY9obdj+hhrQ==,D5,2023-04-10T08:36:06.000+07:00,2023-04-11T08:36:05.000+07:00,"",20230411,5000
2n6aEz/RkloAlpuTsk8vBQ==,MDT5A,2023-03-15T16:43:28.000+07:00,2023-04-15T16:43:27.000+07:00,"",20230411,5000
2p9QbF6p0bKcZ8zZ9/MvIg==,C190,2023-03-24T15:33:14.000+07:00,2023-04-23T15:33:13.000+07:00,"",20230411,190000
2wkDFV2pScjzKpUgmgASLw==,DIP50,2023-03-31T07:59:53.000+07:00,2023-04-30T07:59:52.000+07:00,"",20230411,50000
2zDj83YHq3zPiCuVz8pW9w==,CF90,2023-03-19T15:13:17.000+07:00,2023-04-18T15:13:16.000+07:00,"",20230411,90000
2zZVcPJtEBvL8OX5ZlBCzg==,C90N,2023-03-22T15:03:42.000+07:00,2023-04-21T15:03:41.000+07:00,"",20230411,90000
3307+JAoQLGX4xTT/RAyKw==,BK,2023-03-27T12:24:33.000+07:00,2023-04-26T12:24:32.000+07:00,"",20230411,0
3E9cHbjxaKy7S8jHpkzlyQ==,C120,2023-03-24T18:50:57.000+07:00,2023-04-23T18:50:56.000+07:00,"",20230411,120000
3GKuKuHnSIVOFaLAeEEyPA==,C90N,2023-04-03T09:50:00.000+07:00,2023-05-03T09:49:59.000+07:00,"",20230411,90000
3JyXpQsrjzG34SuBKAvU1Q==,MDT10A,2023-03-29T13:46:33.000+07:00,2023-04-29T13:46:32.000+07:00,"",20230411,10000
3K2wIVuC9baabaauBRHdEA==,MPNT,2023-04-09T11:51:49.000+07:00,2023-05-09T11:51:48.000+07:00,"",20230411,0
3MHtsRe9FbFE277Qbwbg2w==,MDT_250A,2023-03-27T11:48:24.000+07:00,2023-04-27T11:48:23.000+07:00,"",20230411,250000
3RA2HdWui5JuJLUq6+zCIA==,ED50,2023-03-18T01:14:29.000+07:00,2023-04-17T01:14:28.000+07:00,"",20230411,50000
3Ri6GsBUeX53z5HRcYgVHA==,12MAX90,2023-04-08T15:59:39.000+07:00,2023-05-08T15:59:38.000+07:00,"",20230411,0
3SKk+GRDD63a7I/rxkTw8Q==,C120K,2023-03-31T10:14:48.000+07:00,2023-04-30T10:14:47.000+07:00,"",20230411,120000
3TD7KHVaP1i+mN5AYM9bLQ==,6C90N,2023-04-05T09:26:40.000+07:00,2023-05-05T09:26:39.000+07:00,"",20230411,0
3UTbXJ9kFTjNUrNYO05Xuw==,12C90N,2023-03-31T10:02:17.000+07:00,2023-04-30T10:02:16.000+07:00,"",20230411,0
3UUcOvgGMi+6uLskbOcclw==,NCT79,2023-03-31T10:16:53.000+07:00,2023-04-30T10:16:52.000+07:00,"",20230411,79000
3V6IcrWWD8GldqOBT95YzA==,MDT5A,2023-04-03T13:24:09.000+07:00,2023-05-04T13:24:08.000+07:00,"",20230411,5000
3ZcqHlGC7RF0cipyuWqNtg==,C90N,2023-03-13T16:15:39.000+07:00,2023-04-12T16:15:38.000+07:00,"",20230411,90000
3cgNjuT1wZar7b1XsXNzMQ==,BK,2023-04-01T21:06:07.000+07:00,2023-05-01T21:06:06.000+07:00,"",20230411,0
3eJJ0IPHyS7e2sYp/1toaw==,MDT5A,2023-03-14T12:42:58.000+07:00,2023-04-14T12:42:57.000+07:00,"",20230411,5000
3f8nUjc/TiNPb7qLY9CObg==,BK,2023-03-28T11:21:32.000+07:00,2023-04-27T11:21:31.000+07:00,"",20230411,0
3fhF93H7neVvgferm7X2jw==,12MAX90,2023-04-10T16:15:39.000+07:00,2023-05-10T16:15:38.000+07:00,"",20230411,0
3k/mgX4shC+NmjU2CD1Z0Q==,MDT5A,2023-04-10T17:08:12.000+07:00,2023-05-11T17:08:11.000+07:00,"",20230411,5000
3ktg7330cji2LpKx5JDnEQ==,CLVIP,2023-04-10T11:32:13.000+07:00,2023-04-11T11:32:12.000+07:00,"",20230411,6000
3lkhGq4+QNVJxlfR8co7FA==,10BLTS,2023-03-13T15:27:31.000+07:00,2023-04-12T15:27:30.000+07:00,"",20230411,0
3orV3JpGsh70miSMPzrbHw==,CF50,2023-03-23T17:29:38.000+07:00,2023-04-22T17:29:37.000+07:00,"",20230411,50000
3pWesoJ8JDtGYxMdfRH10g==,12ED50,2023-03-25T11:43:45.000+07:00,2023-04-24T11:43:44.000+07:00,"",20230411,0
3pnE8K+IzzRsqptAu2wuNA==,C120,2023-03-12T16:43:45.000+07:00,2023-04-11T16:43:44.000+07:00,"",20230411,120000
3qKjac8VRd20MkbM3xNqRw==,M79,2023-03-31T19:12:16.000+07:00,2023-04-30T19:12:15.000+07:00,"",20230411,79000
